JobID	Arrival Time	Avg MT	Avg RT	Num MT	Num RT	Min MT	Max MT	Deadline
job0	49	100	20.00172475	1	6	95	105	125.0017248
job1	101	100	20.00171444	1	6	95	105	125.0017144
job2	122	100	20.00062313	1	6	95	105	125.0006231
job3	197	100	20.00054348	1	6	95	105	125.0005435
job4	208	100	20.0084361	1	6	95	105	125.0084361
job5	349	100	20.00054348	1	6	95	105	125.0005435
job6	373	100	20.00581588	1	6	95	105	125.0058159
job7	379	100	20.00054348	1	6	95	105	125.0005435
job8	463	100	20.00510617	1	6	95	105	125.0051062
job9	487	100	20.00235182	1	6	95	105	125.0023518
job10	497	100	20.00004553	1	6	95	105	125.0000455
job11	609	100	20.00225414	1	6	95	105	125.0022541
job12	666	100	20.00225414	1	6	95	105	125.0022541
job13	698	100	20.00225414	1	6	95	105	125.0022541
job14	724	100	20.00003848	1	6	95	105	125.0000385
job15	930	100	20.00014443	1	6	95	105	125.0001444
job16	1112	100	20.0001141	1	6	95	105	125.0001141
job17	1128	100	43.92286225	154	6	95	105	148.9228623
job18	1180	100	20.0001141	1	6	95	105	125.0001141
job19	1185	100	31.1210733	72	6	95	105	136.1210733
job20	1187	100	20.00000984	1	6	95	105	125.0000098
job21	1214	100	20.0001141	1	6	95	105	125.0001141
job22	1234	100	20	1	6	95	105	125
job23	1262	100	20.00005541	1	6	95	105	125.0000554
job24	1285	100	20	1	6	95	105	125
job25	1420	100	20.05364911	1	6	95	105	125.0536491
job26	1453	100	20.00252368	1	6	95	105	125.0025237
job27	1496	100	20.00187297	1	6	95	105	125.001873
job28	1525	100	20.00037322	1	6	95	105	125.0003732
job29	1665	100	20.00031854	1	6	95	105	125.0003185
job30	1669	100	20.00031854	1	6	95	105	125.0003185
job31	1700	100	22.430284	16	6	95	105	127.430284
job32	1725	100	20.00031854	1	6	95	105	125.0003185
job33	1746	100	20.00004624	1	6	95	105	125.0000462
job34	1856	100	20.00002633	1	6	95	105	125.0000263
job35	1974	100	20.00000018	1	6	95	105	125.0000002
job36	1975	100	20.00000025	1	6	95	105	125.0000003
job37	1975	100	20.00000175	1	6	95	105	125.0000018
job38	1976	100	20.00012437	1	6	95	105	125.0001244
job39	1977	100	20.00002192	1	6	95	105	125.0000219
job40	1981	100	20.00000092	1	6	95	105	125.0000009
job41	2181	100	20.00000029	1	6	95	105	125.0000003
job42	2228	100	20.00000084	1	6	95	105	125.0000008
job43	2281	100	20.16196605	2	6	95	105	125.1619661
job44	2323	100	20.00000058	1	6	95	105	125.0000006
job45	2647	100	20.001361	1	6	95	105	125.001361
job46	2684	100	20.00282415	1	6	95	105	125.0028242
job47	2752	100	20.0012612	1	6	95	105	125.0012612
job48	2793	100	20.0012612	1	6	95	105	125.0012612
job49	2826	100	20.0012612	1	6	95	105	125.0012612
job50	2856	100	20.00003495	1	6	95	105	125.000035
job51	2863	100	20.00062856	1	6	95	105	125.0006286
job52	2872	100	20.00616005	1	6	95	105	125.0061601
job53	2876	100	20.00000018	1	6	95	105	125.0000002
job54	2877	100	20.00000179	1	6	95	105	125.0000018
job55	2877	100	20.00000058	1	6	95	105	125.0000006
job56	2878	100	20.00000014	1	6	95	105	125.0000001
job57	2879	100	20.00012437	1	6	95	105	125.0001244
job58	2924	100	20.00055706	1	6	95	105	125.0005571
job59	2928	100	20.00000014	1	6	95	105	125.0000001
job60	2977	100	20.00000014	1	6	95	105	125.0000001
job61	3054	100	20.00000014	1	6	95	105	125.0000001
job62	3092	100	20.00000014	1	6	95	105	125.0000001
job63	3137	100	20.00000014	1	6	95	105	125.0000001
job64	3171	100	20.00000014	1	6	95	105	125.0000001
job65	3174	100	20.00000116	1	6	95	105	125.0000012
job66	3213	100	20.00000014	1	6	95	105	125.0000001
job67	3263	100	20.00000014	1	6	95	105	125.0000001
job68	3316	100	20.00000014	1	6	95	105	125.0000001
job69	3352	100	43.92286225	154	6	95	105	148.9228623
job70	3392	100	20.00000014	1	6	95	105	125.0000001
job71	3418	100	20.002349	122	6	95	105	125.002349
job72	3450	100	20.00000014	1	6	95	105	125.0000001
job73	3475	100	20.00000041	1	6	95	105	125.0000004
job74	3476	100	20.00000179	1	6	95	105	125.0000018
job75	3520	100	20.00000014	1	6	95	105	125.0000001
job76	3570	100	20.00581588	1	6	95	105	125.0058159
job77	3571	100	20.00000014	131	6	95	105	125.0000001
job78	3601	100	20.00002003	1	6	95	105	125.00002
job79	3630	100	20.00000014	1	6	95	105	125.0000001
job80	3646	100	20.00000019	1	6	95	105	125.0000002
job81	3678	100	20.00000014	1	6	95	105	125.0000001
job82	3719	100	20.00012034	1	6	95	105	125.0001203
job83	3747	100	20.00002384	1	6	95	105	125.0000238
job84	3759	100	22.45934787	16	6	95	105	127.4593479
job85	3813	100	20.91458455	6	6	95	105	125.9145846
job86	3860	100	20.00000044	1	6	95	105	125.0000004
job87	3860	100	20.0000002	1	6	95	105	125.0000002
job88	3868	100	20.00002384	1	6	95	105	125.0000238
job89	3873	100	20.87580288	6	6	95	105	125.8758029
job90	3889	100	20.00012034	1	6	95	105	125.0001203
job91	3904	100	20.00000023	1	6	95	105	125.0000002
job92	3958	100	20.00002023	1	6	95	105	125.0000202
job93	4006	100	20.00004944	1	6	95	105	125.0000494
job94	4046	100	20.00012034	1	6	95	105	125.0001203
job95	4102	100	20.00017871	1	6	95	105	125.0001787
job96	4139	100	20.00024463	1	6	95	105	125.0002446
job97	4146	100	31.94698575	77	6	95	105	136.9469858
job98	4160	100	20.00000022	1	6	95	105	125.0000002
job99	4160	100	20.00000018	1	6	95	105	125.0000002
job100	4161	100	20.00000059	1	6	95	105	125.0000006
job101	4163	100	64.22258361	284	6	95	105	169.2225836
job102	4179	100	22.48656159	16	6	95	105	127.4865616
job103	4191	100	20.0002125	1	6	95	105	125.0002125
job104	4205	100	20.00012034	1	6	95	105	125.0001203
job105	4224	100	20.00000391	1	6	95	105	125.0000039
job106	4247	100	30.68641696	69	6	95	105	135.686417
job107	4271	100	20.0002125	1	6	95	105	125.0002125
job108	4281	100	20.00016953	1	6	95	105	125.0001695
job109	4309	100	24.94982993	32	6	95	105	129.9498299
job110	4317	100	20.0002125	1	6	95	105	125.0002125
job111	4361	100	20.00004509	1	6	95	105	125.0000451
job112	4375	100	20.00012034	1	6	95	105	125.0001203
job113	4456	100	20.00002023	1	6	95	105	125.0000202
job114	4469	100	20.28025755	2	6	95	105	125.2802576
job115	4504	100	24.62351232	30	6	95	105	129.6235123
job116	4504	100	20.04680392	1	6	95	105	125.0468039
job117	4517	100	20.00000022	1	6	95	105	125.0000002
job118	4576	100	20.00012034	1	6	95	105	125.0001203
job119	4610	100	20.00838547	1	6	95	105	125.0083855
job120	4632	100	20.00000021	1	6	95	105	125.0000002
job121	4644	100	20.28367764	2	6	95	105	125.2836776
job122	4654	100	20.00002384	1	6	95	105	125.0000238
job123	4680	100	20.00214873	1	6	95	105	125.0021487
job124	4711	100	26.39255529	41	6	95	105	131.3925553
job125	4747	100	20	1	6	95	105	125
job126	4764	100	20.04329805	1	6	95	105	125.0432981
job127	4766	100	20	1	6	95	105	125
job128	4783	100	20.00002003	1	6	95	105	125.00002
job129	4793	100	20.01273247	1	6	95	105	125.0127325
job130	4807	100	20.00004944	1	6	95	105	125.0000494
job131	4831	100	20.03925967	1	6	95	105	125.0392597
job132	4832	100	20.00012054	1	6	95	105	125.0001205
job133	4912	100	20.00000833	1	6	95	105	125.0000083
job134	4927	100	20.63825728	5	6	95	105	125.6382573
job135	4941	100	20.00002384	1	6	95	105	125.0000238
job136	4990	100	20.00012034	1	6	95	105	125.0001203
job137	4997	100	21.57618369	11	6	95	105	126.5761837
job138	5023	100	20.00000023	1	6	95	105	125.0000002
job139	5054	100	20.00002384	1	6	95	105	125.0000238
job140	5061	100	20.0000725	1	6	95	105	125.0000725
job141	5061	100	20.00000022	1	6	95	105	125.0000002
job142	5062	100	20.0000002	1	6	95	105	125.0000002
job143	5062	100	20.00000018	1	6	95	105	125.0000002
job144	5063	100	20.00000026	1	6	95	105	125.0000003
job145	5064	100	20.00001147	1	6	95	105	125.0000115
job146	5064	100	20.00011921	1	6	95	105	125.0001192
job147	5066	100	64.17347504	283	6	95	105	169.173475
job148	5070	100	20.00000018	1	6	95	105	125.0000002
job149	5098	100	20.00000059	1	6	95	105	125.0000006
job150	5108	100	20.00001147	1	6	95	105	125.0000115
job151	5115	100	52.67812941	210	6	95	105	157.6781294
job152	5138	100	20.00006344	1	6	95	105	125.0000634
job153	5148	100	20.00002023	1	6	95	105	125.0000202
job154	5154	100	20.00011874	1	6	95	105	125.0001187
job155	5162	100	20.00001147	1	6	95	105	125.0000115
job156	5162	100	20.00012034	1	6	95	105	125.0001203
job157	5212	100	20.00001147	1	6	95	105	125.0000115
job158	5222	100	20.00000059	1	6	95	105	125.0000006
job159	5222	100	20.00011525	1	6	95	105	125.0001153
job160	5239	100	20.0000109	1	6	95	105	125.0000109
job161	5253	100	20.0462056	1	6	95	105	125.0462056
job162	5267	100	20.62074557	4	6	95	105	125.6207456
job163	5268	100	20.01715495	1	6	95	105	125.017155
job164	5290	100	20.00001017	1	6	95	105	125.0000102
job165	5311	100	32.38330622	80	6	95	105	137.3833062
job166	5342	100	20.00000152	1	6	95	105	125.0000015
job167	5343	100	20.00012034	1	6	95	105	125.0001203
job168	5362	100	20.19132128	2	6	95	105	125.1913213
job169	5383	100	20.01445905	1	6	95	105	125.0144591
job170	5420	100	20.0036465	1	6	95	105	125.0036465
job171	5441	100	20.00002003	1	6	95	105	125.00002
job172	5483	100	20.00012034	1	6	95	105	125.0001203
job173	5484	100	20.0018805	1	6	95	105	125.0018805
job174	5485	100	20.0302772	1	6	95	105	125.0302772
job175	5528	100	20.00355723	1013	6	95	105	125.0035572
job176	5534	100	20.00355723	1	6	95	105	125.0035572
job177	5563	100	20.00355723	1	6	95	105	125.0035572
job178	5600	100	20.0000519	1	6	95	105	125.0000519
job179	5631	100	20.00012034	1	6	95	105	125.0001203
job180	5636	100	20.93291138	6	6	95	105	125.9329114
job181	5697	100	20.03450085	1	6	95	105	125.0345009
job182	5745	100	20.00001508	1	6	95	105	125.0000151
job183	5839	100	20.00002384	1	6	95	105	125.0000238
job184	5926	100	20.00002023	1	6	95	105	125.0000202
job185	5960	100	20.00000018	1	6	95	105	125.0000002
job186	5960	100	20.00000059	1	6	95	105	125.0000006
job187	6004	100	20.00001607	1	6	95	105	125.0000161
job188	6019	100	20.00000054	1	6	95	105	125.0000005
job189	6032	100	20.00012074	1	6	95	105	125.0001207
job190	6166	100	20.00000026	1	6	95	105	125.0000003
job191	6270	100	20.00012054	1	6	95	105	125.0001205
job192	6282	100	20.00002384	1	6	95	105	125.0000238
job193	6284	100	45.92835528	166	6	95	105	150.9283553
job194	6287	100	68.51374543	311	6	95	105	173.5137454
job195	6335	100	20.00002023	1	6	95	105	125.0000202
job196	6459	100	20.00012034	1	6	95	105	125.0001203
job197	6487	100	20.00002384	1	6	95	105	125.0000238
job198	6594	100	20.108152	1	6	95	105	125.108152
job199	6633	100	20.00002384	1	6	95	105	125.0000238
job200	6640	100	20.00012034	1	6	95	105	125.0001203
job201	6650	100	20.00002023	1	6	95	105	125.0000202
job202	6673	100	20.00000023	1	6	95	105	125.0000002
job203	6702	100	20.11290876	1	6	95	105	125.1129088
job204	6815	100	20.18545835	2	6	95	105	125.1854584
job205	6823	100	20.00012034	1	6	95	105	125.0001203
job206	6836	100	45.58363803	164	6	95	105	150.583638
job207	6853	100	20.00280324	1	6	95	105	125.0028032
job208	6854	100	20.06361194	1	6	95	105	125.0636119
job209	6861	100	20.00000018	1	6	95	105	125.0000002
job210	6861	100	20.00000022	1	6	95	105	125.0000002
job211	6862	100	20.00000058	1	6	95	105	125.0000006
job212	6862	100	20.00000014	1	6	95	105	125.0000001
job213	6904	100	20.00000014	1	6	95	105	125.0000001
job214	6926	100	20.00270908	1	6	95	105	125.0027091
job215	6931	100	20.00002003	1	6	95	105	125.00002
job216	6943	100	20.00000014	1	6	95	105	125.0000001
job217	6980	100	20.00000026	1	6	95	105	125.0000003
job218	6981	100	20.00000014	1	6	95	105	125.0000001
job219	6995	100	20.00021177	1	6	95	105	125.0002118
job220	7001	100	20.00012034	1	6	95	105	125.0001203
job221	7016	100	20.00270908	1	6	95	105	125.0027091
job222	7016	100	20.00000014	1	6	95	105	125.0000001
job223	7032	100	20.00270908	1	6	95	105	125.0027091
job224	7038	100	20.00018256	1	6	95	105	125.0001826
job225	7039	100	20.00002384	1	6	95	105	125.0000238
job226	7054	100	20.00004476	1	6	95	105	125.0000448
job227	7054	100	20.00000014	1	6	95	105	125.0000001
job228	7078	100	20.00018256	1	6	95	105	125.0001826
job229	7099	100	20.0479277	1	6	95	105	125.0479277
job230	7102	100	20.00000014	1	6	95	105	125.0000001
job231	7132	100	20.00018256	1	6	95	105	125.0001826
job232	7149	100	20.00000014	1	6	95	105	125.0000001
job233	7156	100	20.00012034	1	6	95	105	125.0001203
job234	7158	100	20.00000046	1	6	95	105	125.0000005
job235	7166	100	20.00002384	1	6	95	105	125.0000238
job236	7183	100	20.00000014	1	6	95	105	125.0000001
job237	7186	100	20.0000438	1	6	95	105	125.0000438
job238	7187	100	20.03047536	1	6	95	105	125.0304754
job239	7208	100	20.0000149	1	6	95	105	125.0000149
job240	7216	100	20.00005262	1	6	95	105	125.0000526
job241	7221	100	20.00000675	1	6	95	105	125.0000068
job242	7267	100	20.00001164	1	6	95	105	125.0000116
job243	7284	100	20.00001164	1	6	95	105	125.0000116
job244	7288	100	20.00011921	1	6	95	105	125.0001192
job245	7295	100	20.00003958	1	6	95	105	125.0000396
job246	7301	100	20.00001164	1	6	95	105	125.0000116
job247	7310	100	20.00000783	1	6	95	105	125.0000078
job248	7315	100	20.00000141	1	6	95	105	125.0000014
job249	7319	100	20.00000649	1	6	95	105	125.0000065
job250	7348	100	20.00011874	1	6	95	105	125.0001187
job251	7362	100	20.00006682	1	6	95	105	125.0000668
job252	7368	100	20.00001164	1	6	95	105	125.0000116
job253	7371	100	20.00005122	1	6	95	105	125.0000512
job254	7374	100	20.00000592	1	6	95	105	125.0000059
job255	7384	100	20.00008033	1	6	95	105	125.0000803
job256	7391	100	20.00001537	1	6	95	105	125.0000154
job257	7398	100	20.00004913	1	6	95	105	125.0000491
job258	7436	100	20.00011548	1	6	95	105	125.0001155
job259	7442	100	20.00002212	1	6	95	105	125.0000221
job260	7460	100	20.00000141	1	6	95	105	125.0000014
job261	7508	100	29.99403564	64	6	95	105	134.9940356
job262	7536	100	143.3776083	790	6	95	105	248.3776083
job263	7621	100	20.11638467	1	6	95	105	125.1163847
job264	7622	100	20.03874048	1	6	95	105	125.0387405
job265	7623	100	25.58082069	36	6	95	105	130.5808207
job266	7623	100	20.2262393	2	6	95	105	125.2262393
job267	7624	100	20.05018324	1	6	95	105	125.0501832
job268	7658	100	75.73622502	357	6	95	105	180.736225
job269	7663	100	20.00000024	1	6	95	105	125.0000002
job270	7714	100	21.57457252	11	6	95	105	126.5745725
job271	7760	100	145.6337155	805	6	95	105	250.6337155
job272	7771	100	25.9034384	38	6	95	105	130.9034384
job273	7796	100	20.00000029	1	6	95	105	125.0000003
job274	7825	100	20.02735488	1	6	95	105	125.0273549
job275	7872	100	21.23551197	8	6	95	105	126.235512
job276	7879	100	20	1	6	95	105	125
job277	7929	100	34.20576971	91	6	95	105	139.2057697
job278	8020	100	21.44470168	10	6	95	105	126.4447017
job279	8021	100	28.33717683	54	6	95	105	133.3371768
job280	8035	100	20.00006909	1	6	95	105	125.0000691
job281	8037	100	20.0000004	1	6	95	105	125.0000004
job282	8090	100	20.00000256	1	6	95	105	125.0000026
